,Text_Final,tokens,label,Pos,Neg
1615,konsistensi tebal banding lebih cocok kering tekstur gel cukup lembap tapi serap cepat tidak cepat tidak lengket overal produk rekomendasi kering,"['konsistensi', 'tebal', 'banding', 'lebih', 'cocok', 'kering', 'tekstur', 'gel', 'cukup', 'lembap', 'tapi', 'serap', 'cepat', 'tidak', 'cepat', 'tidak', 'lengket', 'overal', 'produk', 'rekomendasi', 'kering']",1,1,0
1616,jujur hidrasi hasil lama habis cocok semingu muncul merah coba henti benar langsung mulus risih,"['jujur', 'hidrasi', 'hasil', 'lama', 'habis', 'cocok', 'semingu', 'muncul', 'merah', 'coba', 'henti', 'benar', 'langsung', 'mulus', 'risih']",0,0,1
1617,sensitif kombinasi produk banyak banget rekomendasi coba produk produk benar gatal rasa perih merah merah langsung henti produk untung kecil bukan besar sedih padahal banyak banget bagus tapi tidak cocok,"['sensitif', 'kombinasi', 'produk', 'banyak', 'banget', 'rekomendasi', 'coba', 'produk', 'produk', 'benar', 'gatal', 'rasa', 'perih', 'merah', 'merah', 'langsung', 'henti', 'produk', 'untung', 'kecil', 'bukan', 'besar', 'sedih', 'padahal', 'banyak', 'banget', 'bagus', 'tapi', 'tidak', 'cocok']",0,0,1
1618,produk awal coba sensitif cocok produk lumayan lembap tekstur cepat resap layer enak repurchase lumayan lama habis,"['produk', 'awal', 'coba', 'sensitif', 'cocok', 'produk', 'lumayan', 'lembap', 'tekstur', 'cepat', 'resap', 'layer', 'enak', 'repurchase', 'lumayan', 'lama', 'habis']",1,1,0
1619,banget coba produk tapi coba serum awal tidak senang banget padahal banget tidak parfum tidak gangu biasa tapi efek lembap enak banget lumayan cocok tapi gantung kecil cocok repurchase lebih besar,"['banget', 'coba', 'produk', 'tapi', 'coba', 'serum', 'awal', 'tidak', 'senang', 'banget', 'padahal', 'banget', 'tidak', 'parfum', 'tidak', 'gangu', 'biasa', 'tapi', 'efek', 'lembap', 'enak', 'banget', 'lumayan', 'cocok', 'tapi', 'gantung', 'kecil', 'cocok', 'repurchase', 'lebih', 'besar']",1,1,0
1620,tidak tidak suka banget lembap banget tapi bukan heboh enak banget pakai tidak masalah tidak aneh aneh peras bantu baik tekstur lebih halus banyak cukup,"['tidak', 'tidak', 'suka', 'banget', 'lembap', 'banget', 'tapi', 'bukan', 'heboh', 'enak', 'banget', 'pakai', 'tidak', 'masalah', 'tidak', 'aneh', 'aneh', 'peras', 'bantu', 'baik', 'tekstur', 'lebih', 'halus', 'banyak', 'cukup']",1,1,0
1621,tekstur slipery cocok serap lumayan cepat lumayan lembap suka sedikit lama jarang dehidrasi kelembabanya lumayan banget harga jangkau habis lumayan lama,"['tekstur', 'slipery', 'cocok', 'serap', 'lumayan', 'cepat', 'lumayan', 'lembap', 'suka', 'sedikit', 'lama', 'jarang', 'dehidrasi', 'kelembabanya', 'lumayan', 'banget', 'harga', 'jangkau', 'habis', 'lumayan', 'lama']",1,1,0
1622,asa banget lembut banget asli suka benar benar lembut lembap ekstra kering kurang ampuh tapi cukup tidak bau enak shope repurchase tidak,"['asa', 'banget', 'lembut', 'banget', 'asli', 'suka', 'benar', 'benar', 'lembut', 'lembap', 'ekstra', 'kering', 'kurang', 'ampuh', 'tapi', 'cukup', 'tidak', 'bau', 'enak', 'shope', 'repurchase', 'tidak']",1,1,0
1623,bagus banget parah produk benar tidak tebal tapi hidrasi tidak bau benar aman kulit sensitif repurchase banget,"['bagus', 'banget', 'parah', 'produk', 'benar', 'tidak', 'tebal', 'tapi', 'hidrasi', 'tidak', 'bau', 'benar', 'aman', 'kulit', 'sensitif', 'repurchase', 'banget']",1,1,0
1624,banget tapi suka tidak parfum tidak gangu biasa tapi efek lembap lumayan cocok,"['banget', 'tapi', 'suka', 'tidak', 'parfum', 'tidak', 'gangu', 'biasa', 'tapi', 'efek', 'lembap', 'lumayan', 'cocok']",1,1,0
1625,konsistensi tidak cair sedikit gampang aplikasin biasa cukup banget baik lembap ringan fungsi lebih baik,"['konsistensi', 'tidak', 'cair', 'sedikit', 'gampang', 'aplikasin', 'biasa', 'cukup', 'banget', 'baik', 'lembap', 'ringan', 'fungsi', 'lebih', 'baik']",1,1,0
1626,masa tarik tidak bau tekstur cair mudah resap cukup hidrasi tapi jangan lupa lembap overal lumayan coba hidrasi rating,"['masa', 'tarik', 'tidak', 'bau', 'tekstur', 'cair', 'mudah', 'resap', 'cukup', 'hidrasi', 'tapi', 'jangan', 'lupa', 'lembap', 'overal', 'lumayan', 'coba', 'hidrasi', 'rating']",1,1,0
1627,benar bagus cukup lembap tapi temu lebih lembap bekas shope oficial jamin asli,"['benar', 'bagus', 'cukup', 'lembap', 'tapi', 'temu', 'lebih', 'lembap', 'bekas', 'shope', 'oficial', 'jamin', 'asli']",1,1,0
1628,cinta produk benar benar tolong kelupas kering cukup irit banget harga jangkau tekstur halus cinta mati,"['cinta', 'produk', 'benar', 'benar', 'tolong', 'kelupas', 'kering', 'cukup', 'irit', 'banget', 'harga', 'jangkau', 'tekstur', 'halus', 'cinta', 'mati']",1,1,0
1629,salah hidrasi favorit awal takut cocok minyak tambah lembap sinar halus selain jerawat lebih padahal tidak gelisah klaim produk takut pakai,"['salah', 'hidrasi', 'favorit', 'awal', 'takut', 'cocok', 'minyak', 'tambah', 'lembap', 'sinar', 'halus', 'selain', 'jerawat', 'lebih', 'padahal', 'tidak', 'gelisah', 'klaim', 'produk', 'takut', 'pakai']",1,1,0
1630,awal tekstur cair belum liat pengaruh mingu habis langsung lembap banget kulit jauh tidak efek buruk sedikit biasa telapak tapi tapi tidak boros tidak boros kapas repurchase belum pengaruh tidak coba banding,"['awal', 'tekstur', 'cair', 'belum', 'liat', 'pengaruh', 'mingu', 'habis', 'langsung', 'lembap', 'banget', 'kulit', 'jauh', 'tidak', 'efek', 'buruk', 'sedikit', 'biasa', 'telapak', 'tapi', 'tapi', 'tidak', 'boros', 'tidak', 'boros', 'kapas', 'repurchase', 'belum', 'pengaruh', 'tidak', 'coba', 'banding']",1,1,0
1631,benar benar super lembap banget padahal belum tidak efek selain lembap coba coba suka banget senak,"['benar', 'benar', 'super', 'lembap', 'banget', 'padahal', 'belum', 'tidak', 'efek', 'selain', 'lembap', 'coba', 'coba', 'suka', 'banget', 'senak']",1,1,0
1632,bagus tekstur tidak cair tidak ringan cepat serap langsung mulus lembut ngelembapinya banget,"['bagus', 'tekstur', 'tidak', 'cair', 'tidak', 'ringan', 'cepat', 'serap', 'langsung', 'mulus', 'lembut', 'ngelembapinya', 'banget']",1,1,0
1633,cukup lembap tekstur enak banget tapi gel tidak wangi wangi tidak risih habis lama banget harga tidak murah,"['cukup', 'lembap', 'tekstur', 'enak', 'banget', 'tapi', 'gel', 'tidak', 'wangi', 'wangi', 'tidak', 'risih', 'habis', 'lama', 'banget', 'harga', 'tidak', 'murah']",1,1,0
1634,coba melembabkanya banget habis lama banget hidrasi rekomendasi,"['coba', 'melembabkanya', 'banget', 'habis', 'lama', 'banget', 'hidrasi', 'rekomendasi']",1,1,0
1635,benar benar lembap parah awal coba kering parah langsung lembap banget tekstur repurchase suka kering wajib banget coba,"['benar', 'benar', 'lembap', 'parah', 'awal', 'coba', 'kering', 'parah', 'langsung', 'lembap', 'banget', 'tekstur', 'repurchase', 'suka', 'kering', 'wajib', 'banget', 'coba']",1,1,0
1636,lumayan dehidrasi tekstur warna bening selain tidak aroma sengat jerawat tenang jerawat rasa lebih segar kencang sabun kembali,"['lumayan', 'dehidrasi', 'tekstur', 'warna', 'bening', 'selain', 'tidak', 'aroma', 'sengat', 'jerawat', 'tenang', 'jerawat', 'rasa', 'lebih', 'segar', 'kencang', 'sabun', 'kembali']",1,1,0
1637,bekas kecil ditangung harga ikhlas tadi buang tapi tidak butuh,"['bekas', 'kecil', 'ditangung', 'harga', 'ikhlas', 'tadi', 'buang', 'tapi', 'tidak', 'butuh']",0,0,1
1638,cinta repurchase habis habis kandung tidak aneh bantu banget lembap bisa ngembalin lembap laku eksfoliasi,"['cinta', 'repurchase', 'habis', 'habis', 'kandung', 'tidak', 'aneh', 'bantu', 'banget', 'lembap', 'bisa', 'ngembalin', 'lembap', 'laku', 'eksfoliasi']",1,1,0
1639,kesan dapat kemas simpel sedikit pilih pilih warna simpel warna produk warna putih kecil ringan banget tidak berani tumpah milik bagus erat selain kemas sedikit punya kandung sedikit milik kandung rot ekstra hexanediol glycol bisa methyl hydroxyethylcelulose sedikit jadi iritasi pilih aman simpel kandung rot ekstra milik anti bakteri anti jamur baik masalah kembali manfat selain nutrisi hidrasi cocok kering mudah iritasi senang banget lembap cocok konsistensi cair tapi kandung banyak nutrisi tekstur cair tapi mudah resap cepat produk tidak bau parfum fre benar benar aman banget sensitif mudah iritasi produk mengunakan tapi tapi efek lembap asa banget,"['kesan', 'dapat', 'kemas', 'simpel', 'sedikit', 'pilih', 'pilih', 'warna', 'simpel', 'warna', 'produk', 'warna', 'putih', 'kecil', 'ringan', 'banget', 'tidak', 'berani', 'tumpah', 'milik', 'bagus', 'erat', 'selain', 'kemas', 'sedikit', 'punya', 'kandung', 'sedikit', 'milik', 'kandung', 'rot', 'ekstra', 'hexanediol', 'glycol', 'bisa', 'methyl', 'hydroxyethylcelulose', 'sedikit', 'jadi', 'iritasi', 'pilih', 'aman', 'simpel', 'kandung', 'rot', 'ekstra', 'milik', 'anti', 'bakteri', 'anti', 'jamur', 'baik', 'masalah', 'kembali', 'manfat', 'selain', 'nutrisi', 'hidrasi', 'cocok', 'kering', 'mudah', 'iritasi', 'senang', 'banget', 'lembap', 'cocok', 'konsistensi', 'cair', 'tapi', 'kandung', 'banyak', 'nutrisi', 'tekstur', 'cair', 'tapi', 'mudah', 'resap', 'cepat', 'produk', 'tidak', 'bau', 'parfum', 'fre', 'benar', 'benar', 'aman', 'banget', 'sensitif', 'mudah', 'iritasi', 'produk', 'mengunakan', 'tapi', 'tapi', 'efek', 'lembap', 'asa', 'banget']",1,1,0
1640,semingu langsung hasil bagus banget tekstur cair sedikit tekstur cocok banget jerawat parah bisa lembap bau tidak aneh habis langsung lembap halus banget wajib jerawat prone sensitif minyak aman tidak minyak,"['semingu', 'langsung', 'hasil', 'bagus', 'banget', 'tekstur', 'cair', 'sedikit', 'tekstur', 'cocok', 'banget', 'jerawat', 'parah', 'bisa', 'lembap', 'bau', 'tidak', 'aneh', 'habis', 'langsung', 'lembap', 'halus', 'banget', 'wajib', 'jerawat', 'prone', 'sensitif', 'minyak', 'aman', 'tidak', 'minyak']",1,1,0
1641,bekas bagus lembap banget tapi tidak cocok bruntus jidat jarang banget fre,"['bekas', 'bagus', 'lembap', 'banget', 'tapi', 'tidak', 'cocok', 'bruntus', 'jidat', 'jarang', 'banget', 'fre']",0,0,1
1642,tekstur tapi lumayan cepat serap kombinasi tidak minyak bruntus bantu banget tenang jerawat radang jerawat cepat kering produk,"['tekstur', 'tapi', 'lumayan', 'cepat', 'serap', 'kombinasi', 'tidak', 'minyak', 'bruntus', 'bantu', 'banget', 'tenang', 'jerawat', 'radang', 'jerawat', 'cepat', 'kering', 'produk']",1,1,0
1643,salah enak campur tekstur bukan cair tapi rada suka lembap banget tidak sumbat suka banget penting bersih simpel banget cocok tumpuk,"['salah', 'enak', 'campur', 'tekstur', 'bukan', 'cair', 'tapi', 'rada', 'suka', 'lembap', 'banget', 'tidak', 'sumbat', 'suka', 'banget', 'penting', 'bersih', 'simpel', 'banget', 'cocok', 'tumpuk']",1,1,0
1644,awal penasaran bagus lama tapi tidak rasa semkain kusam pori besar tidak cocok tapi susah cocok,"['awal', 'penasaran', 'bagus', 'lama', 'tapi', 'tidak', 'rasa', 'semkain', 'kusam', 'pori', 'besar', 'tidak', 'cocok', 'tapi', 'susah', 'cocok']",0,0,1
1645,eksfoliasi jangan lupa hidrasi tidak kering hidrasi produk lembap banget tekstur tapi cepat banget resap bisa asli irit banget repurchase,"['eksfoliasi', 'jangan', 'lupa', 'hidrasi', 'tidak', 'kering', 'hidrasi', 'produk', 'lembap', 'banget', 'tekstur', 'tapi', 'cepat', 'banget', 'resap', 'bisa', 'asli', 'irit', 'banget', 'repurchase']",1,1,0
1646,awal ringan bisa kandung vitamin jauh tidak masalah tekstur licin ringan tidak kering tidak minyak cocok,"['awal', 'ringan', 'bisa', 'kandung', 'vitamin', 'jauh', 'tidak', 'masalah', 'tekstur', 'licin', 'ringan', 'tidak', 'kering', 'tidak', 'minyak', 'cocok']",1,1,0
1647,lama cocok akhir penasaran lembap tapi tidak bagus hasil akhir gampang resap tapi sayang tidak cocok muncul bruntus bekas lengkap bisa shope,"['lama', 'cocok', 'akhir', 'penasaran', 'lembap', 'tapi', 'tidak', 'bagus', 'hasil', 'akhir', 'gampang', 'resap', 'tapi', 'sayang', 'tidak', 'cocok', 'muncul', 'bruntus', 'bekas', 'lengkap', 'bisa', 'shope']",0,0,1
1648,ringan netral tandem kuat vitamin retinol ekspektasi tekstur cair ringan mudah serap cukup hidrasi enak lap rutin tidak efek aneh aneh sangat bantu kombinasi seluruh ekspektasi,"['ringan', 'netral', 'tandem', 'kuat', 'vitamin', 'retinol', 'ekspektasi', 'tekstur', 'cair', 'ringan', 'mudah', 'serap', 'cukup', 'hidrasi', 'enak', 'lap', 'rutin', 'tidak', 'efek', 'aneh', 'aneh', 'sangat', 'bantu', 'kombinasi', 'seluruh', 'ekspektasi']",1,1,0
1649,banget bisa cocok produk kulit kombinasi cocok tapi sensitif kandung tidak cocok bekas,"['banget', 'bisa', 'cocok', 'produk', 'kulit', 'kombinasi', 'cocok', 'tapi', 'sensitif', 'kandung', 'tidak', 'cocok', 'bekas']",0,0,1
1650,jatuh cinta banget benar lembap banget gampang banget resap tekstur tidak cair banget awal coba kecil tapi besar suka,"['jatuh', 'cinta', 'banget', 'benar', 'lembap', 'banget', 'gampang', 'banget', 'resap', 'tekstur', 'tidak', 'cair', 'banget', 'awal', 'coba', 'kecil', 'tapi', 'besar', 'suka']",1,1,0
1651,coba produk banyak suka lembap kering sering eksfoliasi tambah pengunan serum kaku kering banget kadang gatal padahal sabun gentle kurang semingu tidak kering padahal aloevera gel lembap tidak ampuh tapi ampuh banget hidrasi kering,"['coba', 'produk', 'banyak', 'suka', 'lembap', 'kering', 'sering', 'eksfoliasi', 'tambah', 'pengunan', 'serum', 'kaku', 'kering', 'banget', 'kadang', 'gatal', 'padahal', 'sabun', 'gentle', 'kurang', 'semingu', 'tidak', 'kering', 'padahal', 'aloevera', 'gel', 'lembap', 'tidak', 'ampuh', 'tapi', 'ampuh', 'banget', 'hidrasi', 'kering']",1,1,0
1652,pakai sumbang breakout coba semingu henti langsung muncul benjol gatal langsung tidak banget pakai belum coba,"['pakai', 'sumbang', 'breakout', 'coba', 'semingu', 'henti', 'langsung', 'muncul', 'benjol', 'gatal', 'langsung', 'tidak', 'banget', 'pakai', 'belum', 'coba']",0,0,1
1653,awal kondisi tekstur banget benar benar rasa tidak rata bekas jerawat merah merah lembap langsung enak banget kenyal rata cukup enak masa tetesanya enak,"['awal', 'kondisi', 'tekstur', 'banget', 'benar', 'benar', 'rasa', 'tidak', 'rata', 'bekas', 'jerawat', 'merah', 'merah', 'lembap', 'langsung', 'enak', 'banget', 'kenyal', 'rata', 'cukup', 'enak', 'masa', 'tetesanya', 'enak']",1,1,0
1654,cocok aplikasi cepat banget resap hilang tapi kering kurang rekomendasi banyak produk cukup boros produk wangi tidak kabar aman sensitif inflamasi kemas suka banget ringan tapi tidak ringkih bahan warna botol bagus banget,"['cocok', 'aplikasi', 'cepat', 'banget', 'resap', 'hilang', 'tapi', 'kering', 'kurang', 'rekomendasi', 'banyak', 'produk', 'cukup', 'boros', 'produk', 'wangi', 'tidak', 'kabar', 'aman', 'sensitif', 'inflamasi', 'kemas', 'suka', 'banget', 'ringan', 'tapi', 'tidak', 'ringkih', 'bahan', 'warna', 'botol', 'bagus', 'banget']",1,1,0
1655,tekstur rada tidak bau benar tapi sedikit banget ngangu baik coba tidak efek negatif kelebihanya lembap banget asa kenyal,"['tekstur', 'rada', 'tidak', 'bau', 'benar', 'tapi', 'sedikit', 'banget', 'ngangu', 'baik', 'coba', 'tidak', 'efek', 'negatif', 'kelebihanya', 'lembap', 'banget', 'asa', 'kenyal']",1,1,0
1656,banget bisa lembap tekstur bruntus baik semkain kenyal suka banget hidrasi sothing tenang banget rednes,"['banget', 'bisa', 'lembap', 'tekstur', 'bruntus', 'baik', 'semkain', 'kenyal', 'suka', 'banget', 'hidrasi', 'sothing', 'tenang', 'banget', 'rednes']",1,1,0
1657,tekstur sedikit tapi mudah serap langsung pakai langsung lembap benar benar asa hidrasi tapi kering enak lap lebih asa efek lembap cocok sensitif kering hidrasi,"['tekstur', 'sedikit', 'tapi', 'mudah', 'serap', 'langsung', 'pakai', 'langsung', 'lembap', 'benar', 'benar', 'asa', 'hidrasi', 'tapi', 'kering', 'enak', 'lap', 'lebih', 'asa', 'efek', 'lembap', 'cocok', 'sensitif', 'kering', 'hidrasi']",1,1,0
1658,hidrasi bantu lembap tapi tidak habis tidak lupa repurchase gentle banget tidak aroma tekstur lumayan cepat resap,"['hidrasi', 'bantu', 'lembap', 'tapi', 'tidak', 'habis', 'tidak', 'lupa', 'repurchase', 'gentle', 'banget', 'tidak', 'aroma', 'tekstur', 'lumayan', 'cepat', 'resap']",1,1,0
1659,selamat banget banyak bruntus kering tekstur telapak tepuk eksfoliasi bantu lembap asa dasar lebih mending halus jarang kering jerawat bantu alamin jerawat les tidak wangi aneh aneh suka populer banget bagus kualitas harga murah banget,"['selamat', 'banget', 'banyak', 'bruntus', 'kering', 'tekstur', 'telapak', 'tepuk', 'eksfoliasi', 'bantu', 'lembap', 'asa', 'dasar', 'lebih', 'mending', 'halus', 'jarang', 'kering', 'jerawat', 'bantu', 'alamin', 'jerawat', 'les', 'tidak', 'wangi', 'aneh', 'aneh', 'suka', 'populer', 'banget', 'bagus', 'kualitas', 'harga', 'murah', 'banget']",1,1,0
1660,sangat lembap bagus banget benar kering tapi banget bruntus tidak cocok padahal senang banget super lembap,"['sangat', 'lembap', 'bagus', 'banget', 'benar', 'kering', 'tapi', 'banget', 'bruntus', 'tidak', 'cocok', 'padahal', 'senang', 'banget', 'super', 'lembap']",0,0,1
1661,bagus banget tidak aneh aneh gentle les adil konsentrasi tebal tapi kekentalanya cepat serap sangat hidrasi holygrail bruntus malas,"['bagus', 'banget', 'tidak', 'aneh', 'aneh', 'gentle', 'les', 'adil', 'konsentrasi', 'tebal', 'tapi', 'kekentalanya', 'cepat', 'serap', 'sangat', 'hidrasi', 'holygrail', 'bruntus', 'malas']",1,1,0
1662,tidak ekspektasi produk coba pikir tidak cocok tapi enak banget cepat serap tidak lengket repurchase,"['tidak', 'ekspektasi', 'produk', 'coba', 'pikir', 'tidak', 'cocok', 'tapi', 'enak', 'banget', 'cepat', 'serap', 'tidak', 'lengket', 'repurchase']",1,1,0
1663,bagus banget ringan banget serap cepat banget ringan bau enak banget lembap bantu banget iritasi merah,"['bagus', 'banget', 'ringan', 'banget', 'serap', 'cepat', 'banget', 'ringan', 'bau', 'enak', 'banget', 'lembap', 'bantu', 'banget', 'iritasi', 'merah']",1,1,0
1664,bagus tidak hilang aneh aneh tidak salah meski sedikit efek lembap ringan kompres jerawat kurang tenang tapi harga jangkau banyak klaim lembap tapi beda beda,"['bagus', 'tidak', 'hilang', 'aneh', 'aneh', 'tidak', 'salah', 'meski', 'sedikit', 'efek', 'lembap', 'ringan', 'kompres', 'jerawat', 'kurang', 'tenang', 'tapi', 'harga', 'jangkau', 'banyak', 'klaim', 'lembap', 'tapi', 'beda', 'beda']",1,1,0
1665,tidak ekspektasi coba tapi bagus banget tekstur jujur awal takut hidrasi tapi hidrasi kering padahal jerawat prone perlahan bantu breakout sar selain tidak super suka harga jangkau trust coba,"['tidak', 'ekspektasi', 'coba', 'tapi', 'bagus', 'banget', 'tekstur', 'jujur', 'awal', 'takut', 'hidrasi', 'tapi', 'hidrasi', 'kering', 'padahal', 'jerawat', 'prone', 'perlahan', 'bantu', 'breakout', 'sar', 'selain', 'tidak', 'super', 'suka', 'harga', 'jangkau', 'trust', 'coba']",1,1,0
1666,kering banget coba lembap rajin rekomendasi produk lembap harga jangkau jatuh produk gabung masya tidak bisa bagus haru,"['kering', 'banget', 'coba', 'lembap', 'rajin', 'rekomendasi', 'produk', 'lembap', 'harga', 'jangkau', 'jatuh', 'produk', 'gabung', 'masya', 'tidak', 'bisa', 'bagus', 'haru']",1,1,0
1667,aroma tidak buat suka tekstur sedikit runy cepat resap jerawat prone sangat lembap tidak lebih lembap sehinga aman jerawat aktif lumayan segar tidak mengunakan kapas lain tapi tapi rasa lebih irit hidrasi,"['aroma', 'tidak', 'buat', 'suka', 'tekstur', 'sedikit', 'runy', 'cepat', 'resap', 'jerawat', 'prone', 'sangat', 'lembap', 'tidak', 'lebih', 'lembap', 'sehinga', 'aman', 'jerawat', 'aktif', 'lumayan', 'segar', 'tidak', 'mengunakan', 'kapas', 'lain', 'tapi', 'tapi', 'rasa', 'lebih', 'irit', 'hidrasi']",1,1,0
1668,kering eksfoliasi produk tidak ampuh lap belum bisa muncul sensasi lembap dingin langsung rasa kering tekstur encer lebih encer hadalabo lebih jauh power padahal lama tidak harap,"['kering', 'eksfoliasi', 'produk', 'tidak', 'ampuh', 'lap', 'belum', 'bisa', 'muncul', 'sensasi', 'lembap', 'dingin', 'langsung', 'rasa', 'kering', 'tekstur', 'encer', 'lebih', 'encer', 'hadalabo', 'lebih', 'jauh', 'power', 'padahal', 'lama', 'tidak', 'harap']",0,0,1
1669,awal coba produk tapi coba ajaib barier sensitif produk produk awal rekomendasi,"['awal', 'coba', 'produk', 'tapi', 'coba', 'ajaib', 'barier', 'sensitif', 'produk', 'produk', 'awal', 'rekomendasi']",1,1,0
1670,favorit selamat dasar merah merah sensitif banget tadi racun hidrasi syukur banget meski harga sedikit mahal tapi hemat banget tap tapi,"['favorit', 'selamat', 'dasar', 'merah', 'merah', 'sensitif', 'banget', 'tadi', 'racun', 'hidrasi', 'syukur', 'banget', 'meski', 'harga', 'sedikit', 'mahal', 'tapi', 'hemat', 'banget', 'tap', 'tapi']",1,1,0
1671,efek lembap klaim baik dasar benar jarang masalah tekstur sedikit bisa benar tidak habis habis salah hitam simpel banget rasa aman banget malas jangan tiru rasa cukup,"['efek', 'lembap', 'klaim', 'baik', 'dasar', 'benar', 'jarang', 'masalah', 'tekstur', 'sedikit', 'bisa', 'benar', 'tidak', 'habis', 'habis', 'salah', 'hitam', 'simpel', 'banget', 'rasa', 'aman', 'banget', 'malas', 'jangan', 'tiru', 'rasa', 'cukup']",1,1,0
1672,kurang hidrasi produk jasa banget bruntus pudar,"['kurang', 'hidrasi', 'produk', 'jasa', 'banget', 'bruntus', 'pudar']",1,1,0
1673,semkain hidrasi semkain lembap kenyal tidak semkain tambah beban minyak tekstur irit banget bisa tidak efek cerah hidrasi,"['semkain', 'hidrasi', 'semkain', 'lembap', 'kenyal', 'tidak', 'semkain', 'tambah', 'beban', 'minyak', 'tekstur', 'irit', 'banget', 'bisa', 'tidak', 'efek', 'cerah', 'hidrasi']",1,1,0
1674,hidrasi kecintan banget tekstur lebih hidrasi biasa cepat banget serap super lembap rata tekstur banget harga lumayan jangkau produk bagus wajib coba,"['hidrasi', 'kecintan', 'banget', 'tekstur', 'lebih', 'hidrasi', 'biasa', 'cepat', 'banget', 'serap', 'super', 'lembap', 'rata', 'tekstur', 'banget', 'harga', 'lumayan', 'jangkau', 'produk', 'bagus', 'wajib', 'coba']",1,1,0
1675,sangat rekomendasi hidrasi awal tarik milik simpel cocok jarang tarik banyak simpel bagus mantap tapi tapi serap enak cepat boros bisa tuang kadang kapas angkat residu harga shope murah repurchase tapi lokal tapi habis,"['sangat', 'rekomendasi', 'hidrasi', 'awal', 'tarik', 'milik', 'simpel', 'cocok', 'jarang', 'tarik', 'banyak', 'simpel', 'bagus', 'mantap', 'tapi', 'tapi', 'serap', 'enak', 'cepat', 'boros', 'bisa', 'tuang', 'kadang', 'kapas', 'angkat', 'residu', 'harga', 'shope', 'murah', 'repurchase', 'tapi', 'lokal', 'tapi', 'habis']",1,1,0
1676,awal coba butuh sociola bagus akhir repurchase bagus banget lembap tidak kering tidak parah kondisi breakout kondisi tidak repurchase tapi jujur bagus,"['awal', 'coba', 'butuh', 'sociola', 'bagus', 'akhir', 'repurchase', 'bagus', 'banget', 'lembap', 'tidak', 'kering', 'tidak', 'parah', 'kondisi', 'breakout', 'kondisi', 'tidak', 'repurchase', 'tapi', 'jujur', 'bagus']",1,1,0
1677,dasar suka sociola buruk bagus tidak wangi tekstur gel gampang serap tidak minyak hidrasi banget tidak efek bruntus tambah minyak pungung jerawat pungung jauh cukup bantu tapi eksfoliasi produk tidak,"['dasar', 'suka', 'sociola', 'buruk', 'bagus', 'tidak', 'wangi', 'tekstur', 'gel', 'gampang', 'serap', 'tidak', 'minyak', 'hidrasi', 'banget', 'tidak', 'efek', 'bruntus', 'tambah', 'minyak', 'pungung', 'jerawat', 'pungung', 'jauh', 'cukup', 'bantu', 'tapi', 'eksfoliasi', 'produk', 'tidak']",1,1,0
1678,hidrasi favorit repurchase tekstur thic meski serap cepat banget hidrasi lembap ampuh layer tidak minyak,"['hidrasi', 'favorit', 'repurchase', 'tekstur', 'thic', 'meski', 'serap', 'cepat', 'banget', 'hidrasi', 'lembap', 'ampuh', 'layer', 'tidak', 'minyak']",1,1,0
1679,langsung jatuh hati pengunan awal iseng betul breakout parah pori pori kasar pecah coba tidak ekspektasi tapi pengunan efectnya keliata super hapy tekstur pori pori lebih tenang aman super rekomendasi coba,"['langsung', 'jatuh', 'hati', 'pengunan', 'awal', 'iseng', 'betul', 'breakout', 'parah', 'pori', 'pori', 'kasar', 'pecah', 'coba', 'tidak', 'ekspektasi', 'tapi', 'pengunan', 'efectnya', 'keliata', 'super', 'hapy', 'tekstur', 'pori', 'pori', 'lebih', 'tenang', 'aman', 'super', 'rekomendasi', 'coba']",1,1,0
1680,cinta mati minyak sensitif jerawat sangat sangat sangat bantu banget tidak cocok lembap tapi bisa banget gantin lembap serum serum lembap mantap shet kalah produk juta cinta banget cinta,"['cinta', 'mati', 'minyak', 'sensitif', 'jerawat', 'sangat', 'sangat', 'sangat', 'bantu', 'banget', 'tidak', 'cocok', 'lembap', 'tapi', 'bisa', 'banget', 'gantin', 'lembap', 'serum', 'serum', 'lembap', 'mantap', 'shet', 'kalah', 'produk', 'juta', 'cinta', 'banget', 'cinta']",1,1,0
1681,benar selamat super kering keriput parah kering gradakan semingu beter lembut lembap,"['benar', 'selamat', 'super', 'kering', 'keriput', 'parah', 'kering', 'gradakan', 'semingu', 'beter', 'lembut', 'lembap']",1,1,0
1682,kecintan banget produk tolong kering kandung tidak aneh aneh lebih sehat suka benar benar ampuh lembap,"['kecintan', 'banget', 'produk', 'tolong', 'kering', 'kandung', 'tidak', 'aneh', 'aneh', 'lebih', 'sehat', 'suka', 'benar', 'benar', 'ampuh', 'lembap']",1,1,0
1683,tekstur bening tapi resap cepat bebas wangi warna irit resap lebih lembap sedikit sinar bagus banget tidak cocok sensitif,"['tekstur', 'bening', 'tapi', 'resap', 'cepat', 'bebas', 'wangi', 'warna', 'irit', 'resap', 'lebih', 'lembap', 'sedikit', 'sinar', 'bagus', 'banget', 'tidak', 'cocok', 'sensitif']",1,1,0
1684,favorit banyak banget shope sering banget harga jangkau banget langsung resap pasti produk bagus banget aman fungal jerawat holygrail banget,"['favorit', 'banyak', 'banget', 'shope', 'sering', 'banget', 'harga', 'jangkau', 'banget', 'langsung', 'resap', 'pasti', 'produk', 'bagus', 'banget', 'aman', 'fungal', 'jerawat', 'holygrail', 'banget']",1,1,0
